what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958183718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958245203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958255734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958281000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958450140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958466859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958559093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958585671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958587984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958601515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958630859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958638859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958638859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958638968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958650125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958663578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958663593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958663703
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958671859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958694828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958694828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958694953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958698390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958717859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317958717859
