what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.ui",1318485951557
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.0.v200906080500,"org.eclipse.jst.common.project.facet.core",1318485951742
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1318485951840
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1318485951981
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1318485952095
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1318485952380
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1318485952394
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1318485952428
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1318485952580
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1318485952618
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1318485952780
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1318486040342
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1318486040392
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1318486040495
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486046958
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486320046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486326203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486326283
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486374439
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486382845
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486445734
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1318486445932
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1318486445984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486466340
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1318486567689
