what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1317959710562
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1317959794859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317959814109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317959815609
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1317959815656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317959849765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317959967265
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1317959968328
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1317959969296
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1317960039031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960040750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960040750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960040875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960052703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960054468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960058875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960068968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960160515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960160640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960161968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960178453
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960206640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960225609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1317960878515
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1317960880718
